file_name,title,description,topics,keywords,contentType,contentSubType
5717a9ca-1062-4d43-8e49-e4911222f00c.json,"B2B: Demand Planning ""Collaboration""","Jan'21 Back to Basics article from the Air Force Petroleum Office diving into demand planning, aka: ""collaboration"".",['Logistics Readiness Hub->Fuels Management'],"['b2b', 'pol', 'afpet']",File,PDF
5436bcbb-5065-4581-bdb2-ab30855776c8.json,Before You Decide: 3 Steps to Better Decision Making,"Confer, M., (July 15, 2019) Before you decide: 3 steps to better decision making. TEDxOakLawn.

 Before You Decide: 3 Steps to Better Decision Making, a TEDx presentation by Matthew Confer. In this video, he discusses three steps that we can take before making a decision: Challenge the Constraints, Embrace a Pre-Mortem, and Check the Basics. ",['Acquisition Hub->Program Management->Technical->Project Risk Management'],"['decision making', 'value of information']",File,Video
5932d9c2-e224-4224-b8bb-72f6b54c8bf6.json,LOG 099,"Delivery Method: e-Learning Course.  This course is comprised of five modules. These modules describe logistics, its environment and the four logistics processes of acquisition, distribution, sustainment, and disposition. It is designed for new accessions and new practitioners in the logistics career fields. The course objectives are to provide new accessions and those new to logistics with a basic knowledge of logistics organizations processes and practices to orient new personnel in the logistics career fields and assist them in becoming productive logistics practitioners and to assist new logistics practitioners in understanding basic joint and AF doctrine.



Course Length: 60 hours

Event Type: Training (Functional, Technical)
Primary Audience: All Logistics Personnel

CL Points: 4

Prerequisites:None",['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People'],[],Web Resource,Web Page
4927a9fa-caf6-471a-9dab-f55f31c9c035.json,Moodle User Guides,"Gat started, manage your course, add activities, manage your site, and more with these quick guides.","['Learning Professionals Hub->Instructional Technology', 'Learning Professionals Hub->Instructional Technology->Learning Management Systems->Moodle', 'Learning Professionals Hub->Instructional Technology->Learning Management Systems']","['moodle', 'learning management systems', 'lms', 'kms']",Web Resource,Web Page
7619e54b-ffe3-4a0f-81b2-033f5a274800.json,Canopy Lunches of Wisdom: Cisco's Software Defined Data Center & Ansible,"Topic:  Cisco Software-Defined Data Center + Ansible Implementation for Automation 
Overview:  Software-defined data centers can help DoD organizations rapidly deploy and scale applications while driving total life-cycle costs lower.  This overview will focus on two of Cisco’s best software-defined data center solutions: ACI and HyperFlex.  Cisco ACI is a software-defined networking solution that is gaining rapid adoption both inside and outside DoD.  Cisco HyperFlex is a software-defined storage solution that is simplifying and shrinking data center footprints.  This overview will not be a deep technical dive.  Instead, it will focus on the compelling benefits of each solution via a short demonstration.
Briefer: Mr. Scott Harris, Data Center Technical Solutions Architect
Bio: Scott Harris has been with Cisco Systems since 1999. During this time, he has engage with a wide range of customers spanning from T-Mobile and Starbucks to all the branches of the Armed forces. During his career, his technology focus has been in the campus, WAN, and data center networking segments.
Lunches of Wisdom Background:
As most of you may be hearing, CANOPY has kick-started a Schoolhouse Initiative, called Lunches of Wisdom.  These are bi-monthly events, initially intended to host external entities as a ‘Vendor Corner’ (i.e. AWS, Oracle, Red Hat, etc) providing resources to inspire dialogue and spark innovative ideas across our Directorate.   

The ‘Vendor Corner’ is not intended to be representative of a catalogue within our purview, it is merely a no-cost offering to showcase tools and trades from various vendors we may or may not be currently working with. 

Lunches of Wisdom are for YOU, our teammates, to keep the tools sharp and also see other tools that may be in our kitbag.  That said, we in CANOPY will be hosting on MS Teams for FOUO/CUI purposes and will be recording the events in order to post them on our DI2E page for those of us who cannot attend and would like to view/reference later.

","['DevSecOps Hub->DevOps->Build', 'Acquisition Hub->Program Management', 'Acquisition Hub->Program Management->Technical', 'Acquisition Hub->Program Management->Business Architecture->Early System Development / Development Planning', 'Acquisition Hub->Engineering->Technical Processes->Architecture Definition', 'Acquisition Hub->Engineering->Technical Processes->Design Definition']","['egs', 'canopy', 'devsecops', 'datacenter', 'data', 'software', 'ansible', 'ssc', 'excg', 'cross mission ground', 'ussf']",File,Video
7396e168-b585-4389-b5a6-f3bca77f6668.json,Foundations of Learning and Instructional Design Technology,"This book received the 2018 AECT Outstanding Book Award! 'What is this field?' 'Where have we come from as a discipline, and where are we going?' 'What do I want to study?'These and other questions a ...","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Develop Instructional Strategies', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Learning Solution Proposal', 'Learning Professionals Hub->Instructional Technology']","['instructional design', 'learning design', 'technology integration', 'instructional technology']",Web Resource,Web Page
8515e82c-d407-4e00-968d-5b3d6cc0d0c6.json,2S051 Core Task Training Module Process FIL,Continuity sharing the following training module that was provided by a previous SNCO at Scott AFB. Leaving the original author in the content details to credit the work they have done in building this. Please note that the intent is to provide a step by step T.O like training that can be executed in small groups quickly. Always ensure systems and AFI's referenced are the current publishing's and standard.,['Logistics Readiness Hub->Supply Management'],[],File,PDF
19519a0e-8909-4906-ac7c-4fb349f459d7.json,60% Throughput Increase  -- McConnel KC-135 8 Day Phase ,"Fairchilds's The Compass: Guide to an Eight-day Periodic Inspection explains tactics to execute efficient and
effective KC-135 periodic inspections (PE). More importantly, this document contains the reasoning for
and against certain tactics, techniques, and procedures. Disciplined adherence to and continuous
improvement of the process outlined in The Compass will ensure the unit can drive towards PE speed and
quality, even during a high ops tempo. Every effort will be made to follow The Compass","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication', 'Aircraft Maintenance->Airframe-specific']",[],File,PDF
8788adef-6968-4919-bd30-db55708a3c97.json,Elements of Amazing Learning Experiences,"Explore the elements of the Periodic Table of Amazing Learning Experiences, as featured in Brian Washburn’s book,

","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Continuous Learning Approaches', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Develop Instructional Strategies', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Instructional Activities', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Learning Solution Proposal']","['learning experiences', 'instructional design']",Web Resource,Web Page
14017ace-85d5-42bb-b3fc-835fab1fb71b.json,Uncovering Performance Gaps With Front End Analysis,"When faced with tight budgets and timelines, foregoing conducting a needs assessment seems practical. But though tempting, it can be inefficient and costly. Typically, front end analysis is used to define the current and desired performance states, and identify the performance gap between the two.","['Learning Professionals Hub->Instructional Systems->Analysis->Front-end Analysis', 'Learning Professionals Hub->Instructional Systems->Analysis']","['front-end analysis', 'learning analysis', 'performance gaps', 'needs assessment']",Web Resource,Web Page
36509ef1-ec6a-4d5f-a446-54394542d547.json,Department of the Air Force Pamphlet (DAFPAM) 63-128. Integrated Life Cycle Management,"Department of the Air Force Pamphlet (DAFPAM) 63-128. Integrated Life Cycle Management (3 February 2021).

",['Acquisition Hub->Program Management->Technical->Project Risk Management'],"['risk', 'risk management ', 'risk management strategy ', 'risk management plan']",File,PDF
45139d4a-2d29-4ab9-bfc2-b585fe9f3525.json,Elevate Your eLearning: How To Storyboard Like A Boss,"What is an eLearning storyboard? Why do you even need one? And, if you've never created one, where do you learn how to storyboard?","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Storyboarding']","['storyboarding', 'instructional design', 'elearning']",Web Resource,Web Page
9180ea88-b9f5-409b-89cf-76be0c3701e0.json,Airman4life,"We have a robust mx metrics system that helps us evaluate the health of our aircraft but there is no formal system to measure the health of our force. MXGs tend to lead in mental health visitations, NJP, discharges, maltreatment cases, and suicides. The poor work/life balance of our community and other inputs are fueling these negative trends. Listen to Major Christopher Clark explain how his leadership team recognized the needs of their Airmen and what they have done to make corrections to focus on the health of their force.","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication', 'Aircraft Maintenance->Innovation->Tesseract']",[],File,Video
10321b38-b847-470f-91b7-8b54f5151278.json,21 Xtra Supply Virtual Academics,21X Virtual Maintenance Academics on the AF Supply System.  ,"['Aircraft Maintenance->Innovation->21X', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication']",['supply'],File,PDF
39007c64-c18d-4712-bc1b-a3d88a1adb61.json,SAM: A Rapid Design And Development Model - eLearning Industry,What is the Successive Approximation Model (SAM) and what is its purpose? Read to learn more about using SAM for rapid Instructional Design.,"['Learning Professionals Hub->Instructional Systems->Learning Theories And Models->SAM', 'Learning Professionals Hub->Instructional Systems->Learning Theories And Models']","['sam', 'instructional design', 'talent development', 'learning model']",Web Resource,Web Page
049336f4-0010-4738-a8d1-046a50db8edc.json,Leadership has a price,"“I challenged people when they didn’t want to be challenged,” says Jordan, adding that being considered a “tyrant” in order to win was a price he was more than willing to pay.","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication']",[],File,Video
55633e82-9846-423a-a191-9b2ac4490e57.json,School of Strategic Force Studies / Nuclear 400,"Interrelate the role of senior leadership nuclear management to deterrence theory, nuclear policy, nuclear systems sustainment and other nuclear issues
",['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution'],[],Web Resource,Web Page
72286a35-0e57-424c-ad8e-27c7c612afd2.json,Training: Task Analysis,"Let’s take a look at task analysis, part of the needs assessment process. Task analysis results in a description of work activities, including tasks performed by the employee and the knowledge, skills, and abilities required to complete the tasks.","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Analysis', 'Learning Professionals Hub->Instructional Systems->Analysis->Task Analysis']","['task analysis', 'addie', 'talent development', 'knoweldge', 'skills', 'abilities', 'ksa', 'ksao', 'organizational analysis', 'job analysis', 'training intervention']",Web Resource,YouTube
69997c75-b8f0-412b-aa5f-1e544470985a.json,AFPET Fact Book 2020,Air Force Petroleum Office Fact Book 2020,['Logistics Readiness Hub->Fuels Management'],[],File,PDF
7620eb98-d16a-453f-935a-4faae089b529.json,2S051 Core Task  Training Module Task Process asset query,Continuity sharing the following training module that was provided by a previous SNCO at Scott AFB. Leaving the original author in the content details to credit the work they have done in building this. Please note that the intent is to provide a step by step T.O like training that can be executed in small groups quickly. Always ensure systems and AFI's referenced are the current publishing's and standard.,['Logistics Readiness Hub->Supply Management'],[],File,PDF
485720d7-c8e7-48c7-a7de-c49abfe112c3.json,Design for Learning,"Our purpose in this book is twofold. First, we introduce the basic skill set and knowledge base used by practicing instructional designers. We do this through chapters contributed by experts in the fi ...","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Develop Instructional Strategies', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Curriculum Design', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Learning Solution Proposal']","['design', 'instructional design', 'learning design', 'universal design of learning (udl)', 'ux design']",Web Resource,Web Page
0649905d-1b29-4039-a4ee-fcff048e6a74.json,Nuclear 300: Advanced Nuclear Concepts," Nuclear Policy, Deterrence and Landscape; Nuc Ops Doctrine, Use Control; NC3",['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People'],[],Web Resource,Web Page
94530a16-193a-4ab9-80a5-dc48720aa38b.json,LOG 262 - Applied Maintenance And Logistics Management Concepts,"Provides base-level aircraft and munitions maintenance managers and logisticians with a survey of concepts and techniques from production operations management and related disciplines, with emphasis on identifying and defining issues, quantitative analysis of alternative courses of action, and effective communication of proposals and related costs and benefits up the chain of command. The course stresses practical application to actual challenges confronting base-level maintenance and logistics managers. Although several mathematical techniques are introduced, the course is specifically designed for managers who may not have any previous math background. Topics include group decision-making dynamics, continuous process improvement methods, capacity requirements planning, general scheduling theory, project management, systems management, basic statistics, and basic reliability and maintainability calculations.","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Managing Resources']",[],Web Resource,Web Page
272728cd-b81f-4c87-bb46-60b437bf944d.json,Are You New To Instructional Design? How To Create A Job Aid,"Learn how to create your first job aid as an Instructional Designer.
","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Technology', 'Learning Professionals Hub->Instructional Technology->Audiovisual/Print', 'Learning Professionals Hub->Instructional Technology->Audiovisual/Print->Infographics', 'Learning Professionals Hub->Instructional Technology->Audiovisual/Print->Printing (3D, Posters, Materials)']",['job-aid'],Web Resource,Web Page
801175ad-719b-4f5d-81b5-895fbc2b20fc.json,Class III Overview,Class III (Petroleum Oil and Lubricants) overview chart that highlights the Defense Logistics Agency's interaction with all services at all levels.,['Logistics Readiness Hub->Fuels Management'],[],File,Other
1172558b-2526-4a4f-8f41-aec7c9407fa4.json,B2 Combat Aircraft Systems Volume 6,B2 General Aircraft Systems Explained,"['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People', 'Aircraft Maintenance->Airframe-specific']",[],File,PDF
1064897f-a6b4-45e5-8293-da88a4689b93.json,Maintenance Metrics Handbook,The purpose of this handbook is to provide maintenance leaders at both the wing and major command (MAJCOM) level with a comprehensive guide to metrics associated with maintenance management.,['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication'],[],File,PDF
04990574-060d-4864-8957-6895bf9e82cd.json,"Project Risks: Identifying Causes, Risks, and Effects","Hillson, D. (2000). Project risks: Identifying causes, risks, and effects accuracy is essential; and good techniques exist that simplify the process and eliminate confusion. PM NETWORK, 14(9), 48-51. 

 Dr. Hillson’s article on Identifying Risks. gives some useful definitions and describes some common shortfalls in the Risk Identification process. In this article, Dr. Hillson also explains the risk statement, and gives some examples.",['Acquisition Hub->Program Management->Technical->Project Risk Management'],"['risks', 'risk identification', 'internal risks', 'external risks', 'risk statement', 'specific risks', 'risk populations']",File,PDF
08598315-c0b0-4162-84c7-9b45174325fd.json,C5M Combat Aircraft Systems Volume 3,C5M General Aircraft Systems Explained ,['Aircraft Maintenance->Airframe-specific'],[],File,PDF
05850419-5c3d-4984-987a-c07947665352.json,IPM 301 - Intermediate Project Management,"
Students will learn how to successfully apply project management knowledge and skills during project planning through readings, lectures, exercises, quizzes, and discussions. The primary audience of the course is Air Force military 63XX and civilian 1101 project managers at the 30-36 month point in their acquisition careers. It begins with a focused review of introductory project management principles and concepts drawn from the Project Management Institute’s PMI Project Management Body of Knowledge PMBOK. More advanced project management topics including comparative analysis, project planning, stakeholder management, communications management, time management, interest based negotiation, critical path management including alternatives to critical path, and earned value management are addressed through lecture, individual practice, and group exercises and discussions. The centerpiece of the course is a virtual project management simulation that allows students to practice and apply many of the concepts discussed in the course. The Air Force Defense Acquisition Career Manager DACM has deemed IPM 301 a fulfillment of the APDP Level II Program Manager requirement for DAUs PMT 252/257 courses as well as the APDP Level III Program Manager requirement for DAU EVM 263. Although this course does have a primary audience, it is open to all acquisition personnel on a space available basis.","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Managing Resources']",['project management'],Web Resource,Web Page
3673521f-a7fa-4f9d-931d-ebf6c4a60af4.json,Bionic Man Lift User Feedback Questionnaire,Questionnaire to get user feedback on the bionic man lift to support acquisition.,['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication'],[],File,PDF
67363901-1577-4292-a197-44f2375cad30.json,Have Questions? Use the Stop and Think Approach,"The essence of the stop and think question is rather simple and what the title implies, similar to the Socratic method. It is asking a question and intentionally not wanting an immediate response. It is a question that requires respondents to stop, think critically, and even conduct research and collect data to be able to respond accurately. It requires responders to understand underlying presuppositions to provide a response that is accurate and honest.","['Learning Professionals Hub->Management->Consulting And Partnering', 'Learning Professionals Hub->Management']","['consulting', 'learning management']",Web Resource,Web Page
5232503c-d580-47d8-bb75-2a5f42a60260.json,Adult Learning Theories Every Instructional Designer Must Know,"Adult learning theories are not just a collection of jargons, concepts, and ideas about how adults learn. These theories help you plan and create better, more effective eLearning courses. ","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Learning Theories And Models', 'Learning Professionals Hub->Instructional Systems->Instructional Design']",[],Web Resource,Web Page
85129753-9b30-4976-9239-07064ae9a3ae.json,B2B: Fuel Storage & Dispensing T.O. Updates,Apr'21 Back to Basics article from the Air Force Petroleum Office covering important technical order updates for the general operation and inspection of fuel storage and dispensing systems.,['Logistics Readiness Hub->Fuels Management'],"['b2b', 'afpet', 'pol']",File,PDF
a1a94e89-01c5-4e61-b27e-f06dae8b2533.json,The ADDIE Model Infographic - e-Learning Infographics,"If you're new to the industry, the ADDIE Model Infographic will get you up to speed, introducing you to the methodology and showing you how it can help you.","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Analysis', 'Instructional Systems> Instructional Design> Curriculum design', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Systems->Learning Theories And Models->ADDIE Model']","['addie', 'addie model', 'instructional systems', 'instructional design', 'learning theories', 'talent development']",Web Resource,Web Page
86873407-18f8-472f-ba57-93b52ad27963.json,How to Give a Killer Presentation,Lessons from TED,"['Learning Professionals Hub->Instruction/Facilitation', 'Learning Professionals Hub->Instruction/Facilitation->Instructional Delivery', 'Learning Professionals Hub->Instruction/Facilitation->Instructional Delivery->Presentation Skills']","['instructional delivery', 'teaching', 'presenting', 'presentations']",Web Resource,Web Page
a1ee5739-d066-431b-9393-68179c0ddcf5.json,Snagit Tutorials | TechSmith,"Learn how to use Snagit with these helpful tutorials, videos, guides, and more!","['Learning Professionals Hub->Instructional Technology', 'Learning Professionals Hub->Instructional Technology->Audiovisual/Print->Printing (3D, Posters, Materials)', 'Learning Professionals Hub->Instructional Technology->Development/Facilitation Tools->eLearning Authoring', 'Learning Professionals Hub->Instructional Technology->Audiovisual/Print->Graphic Design', 'Learning Professionals Hub->Instructional Technology->Audiovisual/Print->Video Development']","['snagit', 'screen capture', 'record video', 'tutorials', 'screenshots']",Web Resource,Web Page
a1aaefeb-33f3-43dd-bd51-9fc92ec7432f.json,Penetration Testing Skill Assessment | Cybrary,"Penetration testing is an all-encompassing practice of testing/hacking into a computer, network, or other system to find security vulnerabilities that a threat actor could exploit. Assess your knowledge via Cybrary's Skill Assessment.

Released: 7/1/2020",['Cyber Education Hub->Defense And Security Concepts->Defense Activities'],"['penetration testing', 'pen testing', 'pen test', 'penetration test', 'skill assessment', 'cybrary']",Web Resource,Web Page
a1c103c5-6008-4843-89ff-4544ca5accfb.json,10 Things Every Fuels Officer Should Know,Continuity file from AFPET's archives. Written circa 2016,['Logistics Readiness Hub->Fuels Management'],[],File,Word Doc
66849611-e0b2-4535-873d-33769fe3211e.json,C-17 Combat Aircraft Systems Volume 2,C-17 General Aircraft Systems Explained,"['Aircraft Maintenance', 'Aircraft Maintenance->Airframe-specific']",[],File,PDF
a6dcd15d-a9fe-4143-ba81-ff5d796063a2.json,KC-46A_CAST_Vol_1,General Aircraft Systems Explained,"['Aircraft Maintenance', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People']",[],File,PDF
a2a33f0b-3413-4072-996d-cff3f6ceefc0.json,LOG 420 - Enterprise Logistics Course,This course will prepare you for strategic leadership positions with a major emphasis on enterprise level logistics competencies. The course will enhance your critical thinking skills about challenges you’ll face in multiple positions as senior logisticians. The course will include a comprehensive analysis of topics such as: 1. Financial management working capital funds. 2. Supply chain management depot maintenance workload sustainment PPBES programming. 3. Life cycle logistics joint logistics planning nuclear enterprise logistics. 4. Other current issues.,"['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Managing Resources', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution']",[],Web Resource,Web Page
93059781-8ea1-40d9-b70f-7efbb0a3f3a3.json,2S071 Prepare RSP for Shipment Core Task Training Module ,Continuity sharing the following training module that was provided by a previous SNCO at Scott AFB. Leaving the original author in the content details to credit the work they have done in building this. Please note that the intent is to provide a step by step T.O like training that can be executed in small groups quickly. Always ensure systems and AFI's referenced are the current publishing's and standard.,['Logistics Readiness Hub->Supply Management'],[],File,PDF
355008bf-d259-494b-b903-8d9f35b29271.json,How To Design Assessments That Promote The Learning Process - eLearning Industry,How can you design assessments that promote the learning process? Check the How to design assessments that promote the learning process article to find more,"['Learning Professionals Hub->Evaluation And Assessment', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Develop an Assessment Strategy']","['designing assessments', 'learning process', 'skill acquisition']",Web Resource,Web Page
a71d21c3-b141-45ca-9190-6fcfbfdb62f0.json,C 5 KNEELING SYSTEM FAMILIARIZATION,Travis AFB Airman provide a quick overview of kneeling preparations for the C-5 Galaxy,"['Aircraft Maintenance', 'Aircraft Maintenance->Airframe-specific', 'Aircraft Maintenance->Air Force Specialty Code-specific (AFSC)', 'Aircraft Maintenance->Base-specific']","['kneel', 'kneeling', 'fred', 'loading', 'lockheed']",Web Resource,YouTube
a37ab5c8-2233-4411-a755-038b00b5442a.json,JLG,"Travis AFB Airman give a quick and entertaining overview of how to operate a JLG. 

AFTV ","['Aircraft Maintenance', 'Aircraft Maintenance->Airframe-specific', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution', 'Aircraft Maintenance->Base-specific', 'Aircraft Maintenance->Air Force Specialty Code-specific (AFSC)']","['jlg', 'high reach', 'high lift']",Web Resource,YouTube
a800fe88-57ac-426d-bba6-1a7fa1686b5f.json,Microsoft 365 Training,"Learn how to get more work done, from anywhere on any device with Microsoft 365 and Windows 10. Discover how industry professionals leverage Microsoft 365 to communicate, collaborate, and improve productivity across the team and organization.","['Learning Professionals Hub->Instructional Technology', 'Learning Professionals Hub->Instructional Technology->Development/Facilitation Tools', 'Learning Professionals Hub->Instructional Technology->Development/Facilitation Tools->Microsoft Office Suite']",['microsoft 365'],Web Resource,Web Page
a983b0eb-059c-4cb2-a51f-b4d7be201a9f.json,AMIC Mission Video,Acquisition Management & Integration Center,"['Acquisition Hub->Program Management', 'Acquisition Hub->Program Management->Leadership->Leading People', 'Acquisition Hub->Program Management->Leadership->Results Driven', 'Acquisition Hub->Program Management->Leadership->Leading Change']",[],Web Resource,YouTube
a279714b-c0c9-4364-942b-b4223fe82fe7.json,REQ 211 - Air Force Capability Requirements Development,"
This course is for MAJCOM and HQ AF requirements managers and other stakeholders who participate in writing or reviewing AF-sponsored capability requirements documents. It provides an in-depth study of the activities necessary to identify, develop, and validate capability requirements documents in support of DOTLmLPF-P change recommendations and acquisition development and production decisions and milestones. Students participate in a group activity to demonstrate development of requirements and associated performance attributes. Students are exposed to best practices and lessons learned via case studies of actual AF- sponsored capability requirements documents.","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Managing Resources']",[],Web Resource,Web Page
aa1e7251-f707-46c1-8212-7575767226a2.json,LOG 199 - Introduction To Logistics AF,"The course uses a variety of methods to explain and illustrate the relationships and inter-dependencies of logistics to its various components. Informal lectures, case study exercises, student presentations, and small group exercises are used to provide students with an understanding of acquisition, sustainment, distribution, supply chain management, the Air Force’s Enterprise Logistics Strategy and the associated Enterprise Logistics Information Systems, governance, contingency operations, and disposition.","['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Mission Execution', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Managing Resources', 'Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Leading People']",[],Web Resource,Web Page
ac3c9ef6-2aef-4916-b570-f46fcff05093.json,The Students' Guide to Learning Design and Research,"Written by students for students, this book is a continually-evolving class project for students of educational technology, learning, and instructional design. ...","['Instructional Systems ', 'Learning Professionals Hub->Instructional Systems->Instructional Design', 'Learning Professionals Hub->Instructional Systems->Instructional Design->Develop Instructional Strategies']","['education research', 'instructional design', 'learning design', 'research methods']",Web Resource,Web Page
a351db37-7bc7-44e2-8460-ec9994f9d0b2.json,Risk Identification     ,"This video hits on many helpful points to successfully perform Risk Identification. 

 ",['Acquisition Hub->Program Management->Technical->Project Risk Management'],"['risk', 'risk identification', 'internal risks', 'external risks', 'risk statement', 'population risks', 'specific risks']",File,Video
a063014c-d7f0-41bd-8f08-cf215f97b1fb.json,CAF_Aircraft Maintenance Production Guide,"For Training Purposes Only:  The MSPC/MOC courses provide aircraft maintenance Officers, NCOs and civilians with MAJCOM specific aircraft maintenance management information in two major areas. Aircraft maintenance production management, and personnel/resource management. ",['Aircraft Maintenance->Officer Competency-Based Learning (CBL)->Communication'],[],File,PDF
af887cdf-3185-4d3a-a8a9-1c37cdfc0af8.json,Canopy Lunches of Wisdom: Red Hat 101,"Topic:  Red Hat 101 Overview and Accelerating Digital Transformation with the Red Hat Ansible Automation Platform - Overview and demo
Overview:  
Red Hat 101: Red Hat is the largest open source enterprise software company in the world.  Red Hat solutions are focused on Hybrid Cloud, Digital Transformation and DevSecOps and consist of products such as Red Hat Enterprise Linux, Ansible, OpenShift Container Platform and OpenStack Cloud Platform.  Red Hat works closely with the open source upstream communities for all of its products including the Cloud Native Computing Foundation for projects such as Kubernetes, Istio, Prometheus, Kiali and Fluentd, etc
Accelerating Digital Transformation with Red Hat Ansible Automation Platform: Organizations looking to transform must simultaneously manage existing IT configurations while adopting new infrastructure to streamline operations and increase efficiency. Automating manual, time-consuming processes can help customers transform quickly and effectively. Red Hat Ansible Automation Platform can help the Air Force create a consistent foundation for automation and improve existing processes to support digital initiatives. Ansible Automation Platform features an easy-to-use engine that automates provisioning, configuration management, application deployment, and intraservice orchestration across on-premise and cloud environments.

Red Hat Presenter: Paul Dopp and Nick Gallo
Bio: Paul Dopp and Nick Gallo are part of the Emerging Technology group within the Red Hat Air Force account team.  Collectively they have over 30 years of experience in IT and have been supporting the Air Force on their Digital Transformation journeys with the Red Hat suite of open source products.   Paul is located in Colorado and Nick is based in Maryland. 

Lunches of Wisdom Background:
As most of you may be hearing, CANOPY has kick-started a Schoolhouse Initiative, called Lunches of Wisdom.  These are bi-monthly events, initially intended to host external entities as a ‘Vendor Corner’ (i.e. AWS, Oracle, Red Hat, etc) providing resources to inspire dialogue and spark innovative ideas across our Directorate.   

The ‘Vendor Corner’ is not intended to be representative of a catalogue within our purview, it is merely a no-cost offering to showcase tools and trades from various vendors we may or may not be currently working with. 

Lunches of Wisdom are for YOU, our teammates, to keep the tools sharp and also see other tools that may be in our kitbag.  That said, we in CANOPY will be hosting on MS Teams for FOUO/CUI purposes and will be recording the events in order to post them on our DI2E page for those of us who cannot attend and would like to view/reference later.
","['DevSecOps Hub->DevOps->Deploy', 'DevSecOps Hub->DevOps->Deliver', 'DevSecOps Hub->DevOps->Operate', 'DevSecOps Hub->DevOps->Build', 'DevSecOps Hub->DevOps', 'DevSecOps Hub->Agile', 'DevSecOps Hub->USSF Organizations->Canopy', 'Acquisition Hub->Program Management->Leadership->Leading Change', 'Acquisition Hub->Program Management->Leadership->Soft Skills', 'Acquisition Hub->Program Management->Technical', 'Acquisition Hub->Program Management->Leadership->Enterprise-Wide Perspective', 'Acquisition Hub->Program Management->Technical->Project Systems Engineering Management', 'Acquisition Hub->Program Management->Business Architecture->Software Acquisition', 'Acquisition Hub->Engineering->Technical Processes->Operation']","['ecxg', 'ecx', 'egs', 'cross mission ground', 'ussf', 'software', 'agile', 'canopy']",File,Video
