title,description,cyber,innovation,acquisition,cybersecurity,toc,intelligence,theory of constraints,tesseract,intelligence analysis,python data science,training,mbse,digital engineering,digital,afit,cyber security
Goldratt Consulting,"['mr', 'sridhar', 'chandra', 'partner', 'goldratt', 'consulting', 'implementing', 'toc', 'decade', 'sridhar', 'team', 'consultant', 'critical', 'partner', 'logistics', 'enterprise', 'generation', 'education', 'communication', 'theory', 'constraint', 'far', 'team', 'partnered', 'air', 'force', '25', 'different', 'initiative', 'across', 'logistics', 'enterprise', 'spanning', 'subject', 'fighter', 'bomber', 'tanker', 'generation to', 'deployment', 'readiness', 'morale', 'program', 'supply', 'chain', 'management', 'doubt', 'goldratt', 'consulting', 'partnership', 'contributed', 'lethal', 'logistics', 'framework']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
56 MXG ToC Summit with Colonel Ray,"['colonel', 'william', 'ray', 'commander', '56th', 'maintenance', 'group', 'luke', 'air', 'force', 'base', 'col', 'ray', 'contribution', 'toc', 'stop', 'luke', 'leadership', 'crucial', 'homegrown', 'effort', 'implementation', 'slingshot', 'kadena', 'ab', 'across', 'maintenance', 'group', 'moreover', 'supported', 'contracted', 'initiative', 'kadena', 'ab', 'well', 'identifying', 'improvement', 'could', 'made', 'within', 'tanker', 'support', 'col', 'ray', 'supported', 'sharing', 'collaboration', 'toc', 'best practices', 'level', 'leadership', 'wherever', 'leadership', 'making', 'difference']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
48 LRS Theory of Constraints Summit with Lt Col Sarah Bowles,"['lt', 'col', 'bowles', 'commander', '48th', 'logistics', 'readiness', 'squadron', 'raf', 'lakenheath', 'lt', 'col', 'bowles', 'team', 'maverick', 'pursuit', 'toc', 'domination', 'team', 'first', 'contracted', 'initiative', 'within', 'installation', 'deployment', 'readiness', 'center', 'tune', 'get', 'unique', 'perspective', 'adopt', 'toc', 'lr']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4 LRS Theory of Constraints with Lt Col Fekete,"['lt', 'col', 'fekete', 'logistics', 'readiness', 'commander', '4', 'lr', 'seymour', 'johnson', 'air', 'force', 'base', 'lt', 'col', 'fekete', 'sought', 'improve', 'backlog', 'vehicle', 'work', 'feedback', 'installation', 'leader', 'hindering', 'mission', 'effectiveness', 'empowering', 'leader', 'gave', 'team', 'opportunity', 'take', 'organic', 'initiative', 'run', 'foundational', 'toc', 'education', 'lt', 'col', 'fekete', 'team', 'able', 'reduce', 'vehicle', 'maintenance', '60', '60', 'days with', 'additional', 'funding', 'manpower']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
ELC Presentation - Tesseract,"['presentation', 'provided', 'log420', 'class', 'current', 'haf a4l', 'theory', 'constraint', 'effort']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Digital Acq Overview Awareness (ver 02/14/22),"['presentation', 'afit', 'sys', '400', 'current', 'topic', 'acquisition', 'course', 'explains', 'transformation', 'digital', 'paradigm', 'manage', 'weapon', 'system', 'transformation', 'impact', 'program', 'manager']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Supply Chain Mgmt in a Digital Environment,"['transition', 'digital', 'acquisition', 'approach', 'change', 'supply', 'chain', 'managed', 'workshop', 'address', 'topic', 'like', 'working', 'digitally', 'supplier', 'product', 'lifecycle', 'management', 'plm', 'technical', 'data', 'package', 'tdps', 'first', 'article', 'inspection', 'cyber', 'aspect', 'digital', 'scm']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Creativity & Innovation,"['video', 'explains', 'difference', 'creativity', 'innovation', 'featuring', 'work', 'dr', 'angus', 'fletcher', 'dr', 'fletcher', 'field', 'guide', 'http', 'airuniversity sharepoint com teams afitls afitlsfacultycouncil shared', '20documents general field', '20guide', '206 12 21 pdf']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resource Pooling Exercise,"['facilitation', 'slide', 'theory', 'constraint', 'battle', 'lab', 'focus', 'flow', 'action', 'loa', 'symposium', '2022 loa', 'university']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Frozen Middle - A Barrier to Acquisition Innovation,"['frozen', 'middle', 'barrier', 'acquisition', 'innovation', 'frozen', 'middle', 'impediment', 'innovation', 'frozen', 'middle', 'come', 'tip', 'dealing', 'frozen', 'middle', 'particularly', 'value', 'experimentation']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
How to be Creative,"['task', 'help', 'student', 'understand', 'different', 'way', 'creative']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The importance of creativity in business,"['task', 'help', 'student', 'understand', 'importance', 'creativity']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to be a more creative person,"['task', 'help', 'student', 'understand', 'creative']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 Ways to Boost your Creativity,"['task', 'help', 'student', 'creative']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Can Creativity be Taught?,"['task', 'help', 'student', 'understand', 'teaching', 'learning', 'creativity', 'skill']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Steps you need to achieve innovation through creativity,"['task', 'help', 'student', 'understand', 'way', 'go', 'creative', 'idea', 'innovative', 'product', 'process']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Organize innovation to fit your strategy and culture,"['task', 'help', 'student', 'understand', 'different', 'organizational', 'structure', 'affect', 'innovation']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The complete guide to innovation metrics,"['task', 'help', 'student', 'understand', 'measure', 'innovative', 'project']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovation culture is a cycle,"['task', 'help', 'student', 'understand', 'basic', 'innovation', 'culture']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get the boss to buy in,"['task', 'help', 'student', 'understand', 'engage', 'management', 'innovative', 'idea']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overcoming barriers to innovation,"['task', 'help', 'student', 'identify', 'barrier', 'innovation', 'successfully', 'navigate']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Webinar slides: Intro to User Experience (UX) Design,"['slide', 'afit', 'school', 'system', 'logistics', 'webinar', 'introduction', 'user', 'experience', 'ux', 'design', 'webinar', 'offered', 'introduction', 'user', 'experience', 'design', 'context', 'air', 'force', 'acquisition', 'user', 'experience', 'design', 'use', 'digital', 'engineering']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SSE Cyber Intermediate Video Series - 1.0 Acquisition Strategy,"['welcome', 'first', 'series', 'system', 'security', 'engineering', 'sse', 'cyber', 'guidebook', 'video', 'video', 'focus', 'sse', 'cyber', 'guidebook', 'workflow', 'process', 'chart', 'associated', 'step', 'within', 'work', 'breakdown', 'structure', 'wb']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SSE Cyber Intermediate Video Series - 1.1 System Security Working Group,"['provide', 'series', 'video', 'vignette', 'giving', 'information', 'work', 'breakdown', 'structure', 'within', 'sse', 'cyber', 'guidebook', 'focusing', 'forming', 'system', 'security', 'working', 'group']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
EWI I2I Capstone - Project Tesseract: Maj Garrett Hernandez & Capt Kelsey Smith (Amazon & Delta),"['insight', 'industry', 'i2i', 'written', 'business', 'proposal', 'stand', 'new', 'team', 'fill', 'void', 'within', 'logistics', 'community', 'ewi', 'fellow', 'used', 'ooda', 'loop', 'model', 'explain', 'observation', 'took', 'place', 'respective', 'company', 'delta', 'air', 'line', 'amazon', 'also', 'air', 'force', 'maj', 'gen', 'george', 'charged', 'airman', 'specific', 'task', 'ewi', 'fellowship', 'said', 'come', 'back', 'delta', 'tell', 'need', 'predictive', 'maintenance', 'already', 'know', 'come', 'back', 'amazon', 'tell', 'need', 'robot', 'already', 'know', 'interested', 'company', 'create', 'culture', 'help', 'new', 'innovative', 'concept', 'become', 'success', 'want', 'guy', 'figure', 'paper', 'focus', 'insight', 'industry', 'shared', 'air', 'force', 'specifically', 'support', 'innovative', 'idea', 'team', 'idea', 'target', 'culture', 'created', 'innovation', 'opportunity', 'thrive', 'grow', 'bureaucracy']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CoECI / NTL Overview - Innovation Case Study,"['task', 'provides', 'overview', 'innovative', 'project', 'nasa']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lego's innovative path to success,"['task', 'provides', 'overview', 'innovative', 'project', 'lego']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design thinking and innovation at Apple,"['task', 'provides', 'overview', 'innovative', 'project', 'apple']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 best practices for innovation managers,"['task', 'help', 'student', 'understand', 'several', 'best', 'practice', 'innovation', 'project']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DoD's Transformational Adaptive Acquisition Framework,"['task', 'give', 'student', 'basic', 'overview', 'dod', 'adaptive', 'acquisition', 'framework']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Force Contracting: SBIR,"['task', 'give', 'overview', 'small', 'business', 'innovation', 'research', 'project']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traditional vs Non-Traditional Contractors,"['task', 'help', 'student', 'distinguish', 'difference', 'traditional', 'non traditional', 'contractor']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The challenges facing ‘non-traditional’ contractors,"['task', 'discus', 'challenge', 'non traditional', 'contractor']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building a psychologically safe workplace,"['task', 'discus', 'importance', 'psychological', 'safety', 'within', 'organization']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How companies inventivize innovation,"['task', 'help', 'student', 'understand', 'different', 'way', 'incentivize', 'workforce']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celebrate Failure as Learning,"['task', 'discus', 'failure', 'learning', 'opportunity', 'completely', 'negative', 'experience']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Create a Structure for Unstructured Innovation,"['task', 'discus', 'personnel', 'leadership', 'position', 'create', 'structure', 'innovation', 'within', 'organization', 'promote', 'innovation']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovation Management Processes – Figuring Out the Right One,"['task', 'detail', 'different', 'process', 'personnel', 'leadership', 'position', 'use', 'within', 'organization', 'promote', 'innovation']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSAF Innovation Letter to Airmen,"['memo', 'general', 'charles', 'q', 'brown', 'jr', 'outline', 'thought', 'innovation', 'within', 'air', 'force', 'reinforces', 'leadership', 'commitment', 'innovation', 'highest', 'level']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S2 E1 Web Design Basics,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'second', 'session', 'addressed', 'reduce', 'frequency', 'time', 'spent', 'providing', 'information', 'response', 'workforce', 'question', 'using', 'sharepoint', 'design', 'faq resource', 'webpage', 'episode', 'cover', 'intro', 'atlasx', 'digital', 'exec', 'series', 'learning', 'objective', 'sharepoint', 'basic', 'sharepoint', 'online', 'classic', 'v', 'modern', 'site', 'collection', 'sub sites', 'page', 'web', 'part', 'text', 'photo', 'document', 'library', 'list', 'view', 'web', 'design', 'tip', 'vertical', 'layout', 'user', 'consideration', 'white', 'space', 'image', 'content', 'km', 'best', 'practice']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S2 E2 Creating a Page,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'second', 'session', 'addressed', 'reduce', 'frequency', 'time', 'spent', 'providing', 'information', 'response', 'workforce', 'question', 'using', 'sharepoint', 'design', 'faq resource', 'webpage', 'episode', 'cover', 'demo', 'example', 'faq', 'page', 'walkthrough', 'creating', 'sub site', 'walkthrough', 'creating', 'page', 'title', 'walkthrough', 'creating', 'basic', 'text', 'intro']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S2 E4 Web Parts 2 Cal to Action & Search,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'second', 'session', 'addressed', 'reduce', 'frequency', 'time', 'spent', 'providing', 'information', 'response', 'workforce', 'question', 'using', 'sharepoint', 'design', 'faq resource', 'webpage', 'episode', 'cover', 'call', 'action', 'web', 'part', 'search', 'web', 'part']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S2 E5 Implementation and Sustainment,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'second', 'session', 'addressed', 'reduce', 'frequency', 'time', 'spent', 'providing', 'information', 'response', 'workforce', 'question', 'using', 'sharepoint', 'design', 'faq resource', 'webpage', 'episode', 'cover', 'implementation', 'sustainment', 'session', 'feedback', 'survey']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S1 E1 Comm and Collab Tools PROs and CONs,"['first', 'session', 'digital', 'exec', 'series', 'intended', 'address', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'session', 'address', 'reduce', 'amount', 'email', 'using', 'm', 'team', 'slack', 'and or', 'mattermost', 'effective', 'method', 'communication']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Transformation Impacts on T&E Strategy,"['workshop', 'leverage', 'daf', 'digital', 'guide', 'help', 'e', 'member', 'support', 'program', 'digital', 'transformation', 'key', 'goal', 'priority', 'consideration', 'e', 'strategy', 'discussed', 'adjusted', 'support', 'program', 'digital', 'work', 'participant', 'able', 'better', 'anticipate', 'program', 'need', 'e', 'discipline', 'transformation']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22C Class 21X Sq/CC Course Pamphlet,"['one', 'stop', 'shop', '21x', 'sq cc', 'course', 'class', 'prep', 'soon', 'new', 'repeat', 'squadron', 'commander', 'take', 'seat', 'also', 'welcome', 'folk', 'placed', 'g series', 'order', 'well', 'fill', 'commander', 'idea', 'document', 'reference', 'student', 'see', 'content', 'covering', 'day', 'week', 'themed', 'organized', 'format', 'also', 'used', 'doc', 'long', 'finished', 'class', 'look', 'back', 'find', 'contact', 'info', 'additional', 'resource', 'help', 'command', 'job', 'pamplet', 'adjust', 'slightly', 'class', 'keep', 'getting', 'fine', 'tuned', 'class', 'iteration', 'amazing', 'guest', 'speaker', 'like', 'lt', 'gen', 'berry', 'lt', 'col', 'cornell', 'burgess', 'chief', 'paul', 'hammer', 'tesseract', 'team', 'maj', 'alex', 'pagano', 'maj', 'aaron', 'green', 'lt', 'col', 'kyle', 'bailey', 'topic', 'cover', 'lead', 'fearlessly', 'manage', 'risk', 'build', 'strong', 'positive', 'culture', 'within', 'unit', 'psychological', 'safety', 'also', 'explore', 'area', 'like', 'innovation', 'money', 'dealing', 'situation', 'may', 'encountered', 'like', 'dealing', 'death', 'unit', 'class', 'ca', 'n t', 'fully', 'prepare', 'everything', 'experience', 'goal', 'grow', 'skill', 'tool', 'utilize', 'time', 'command']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S2 E3 Adding Web Parts & Creating Lists,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'second', 'session', 'addressed', 'reduce', 'frequency', 'time', 'spent', 'providing', 'information', 'response', 'workforce', 'question', 'using', 'sharepoint', 'design', 'faq resource', 'webpage', 'episode', 'cover', 'adding', 'various', 'web', 'part', 'quick', 'link', 'document', 'library', 'collapsible', 'section', 'also', 'creating', 'custom', 'list', 'custom', 'view', 'list', 'adding', 'web', 'part']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAB202 S&T Program Management Intro,"['intro', 'lab202', 'program', 'management', 'course', 'taught', 'afit', 'lab202', 'lesson', 'also', 'posted', 'avolve']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27 SOW UDM Training Slides,"['current', 'udm', 'training', 'curriculum', 'cannon', 'air', 'force', 'base', 'following', '8u', 'jqs', 'requirement', 'base', 'unique', 'process', 'used', 'baseline', 'reference', 'point', 'designing', 'udm', 'training', 'product']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Digital Exec - S3 E1 Introduction and Overview,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'third', 'session', 'addressed', 'alleviate', 'need', 'send', 'follow up', 'email', 'reminder', 'late', 'member', 'two', 'example', 'weekly', 'staff', 'meeting', 'chart', 'annual', 'training', 'automating', 'email', 'power', 'automate', 'episode', 'cover', 'atlasx', 'digital', 'exec', 'series', 'objective', 'automation', 'friend', 'session']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S3 E3 Automate Staff Mtg Chart Reminders,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'third', 'session', 'addressed', 'alleviate', 'need', 'send', 'follow up', 'email', 'reminder', 'late', 'member', 'two', 'example', 'weekly', 'staff', 'meeting', 'chart', 'annual', 'training', 'automating', 'email', 'power', 'automate', 'episode', 'show', 'automate', 'sending', 'email', 'reminder', 'division', 'update', 'staff', 'meeting', 'slide']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S3 E4 Automating Past Due Training Notices,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'third', 'session', 'addressed', 'alleviate', 'need', 'send', 'follow up', 'email', 'reminder', 'late', 'member', 'two', 'example', 'weekly', 'staff', 'meeting', 'chart', 'annual', 'training', 'automating', 'email', 'power', 'automate', 'episode', 'cover', 'automate', 'email', 'reminder', 'member', 'past', 'due', 'annual', 'training']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S3 E5 Testing and Implementation,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'third', 'session', 'addressed', 'alleviate', 'need', 'send', 'follow up', 'email', 'reminder', 'late', 'member', 'two', 'example', 'weekly', 'staff', 'meeting', 'chart', 'annual', 'training', 'automating', 'email', 'power', 'automate', 'episode', 'cover', 'testing', 'implementation', 'sustainment', 'additional', 'training', 'retrospective feedback']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Exec - S3 E2 Power Automate Basics,"['digital', 'exec', 'series', 'addressed', 'space', 'system', 'command', 'ssc', 'executive', 'officer', 'need', 'digital', 'solution', 'third', 'session', 'addressed', 'alleviate', 'need', 'send', 'follow up', 'email', 'reminder', 'late', 'member', 'two', 'example', 'weekly', 'staff', 'meeting', 'chart', 'annual', 'training', 'automating', 'email', 'power', 'automate', 'episode', 'cover', 'type', 'flow', 'automated', 'scheduled', 'instant', 'flow', 'event driven', 'flow', 'business', 'process', 'flow', 'desktop', 'flow', 'connector', 'trigger', 'action', 'step', 'condition', 'search', 'function']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSE Cyber Intermediate Video Series - 1.2 Characterize the System,"['video', 'going', 'discus', 'system', 'security', 'working', 'group', 'characterizes', 'system', 'goal', 'thoroughly', 'understand', 'much', 'possible', 'system', 'meet', 'user', 'requirement', 'important', 'keep', 'mind', 'work', 'step', 'level', 'fidelity', 'depends', 'maturity', 'system']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SSE Cyber Intermediate Video Series - 1.3 Develop Initial Requirements,"['going', 'discus', 'developing', 'trade', 'space', 'analysis', 'help', 'program', 'make', 'tough', 'choice', 'among', 'competing', 'requirement', 'goal', 'design', 'end', 'solution', 'within', 'constraint', 'cost', 'schedule', 'performance', 'still', 'maintaining', 'acceptable', 'level', 'risk']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Persistent Mission Generation 2022 ToC Summit,"['colonel', 'james', 'hartle', 'associate', 'director', 'logistics', 'headquarters', 'air', 'force', 'walk', 'basing', 'logistics', 'enterprise', 'strategy', 'bles', 'help', 'u', 'achieve', 'persistent', 'mission', 'generation']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Ready Aircraft Metric,"['lt', 'col', 'danielle', 'sand', 'haf a4lm', 'weapon', 'system', 'team', 'lead', 'ready', 'aircraft', 'metric', 'ram', 'walk', 'ram', 'originated', 'defined', 'use', 'purpose', 'force', 'understand', 'measure', 'metric', 'lens', 'theory', 'constraint', 'ram', 'give', 'u', 'new', 'perspective', 'measure', 'readiness']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
INNOVATION: Breaking Inertia Outperforming Your Constraints,"['mr', 'ramus', 'goldratt', 'ceo', 'goldratt', 'consulting', 'correlate', 'innovation', 'theory', 'constraint', 'business', 'approach', 'guide', 'u', 'road', 'innovation', 'breakthrough', 'overcoming', 'biggest', 'innovation', 'barrier', 'inertia']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Mountain Home Slingshot,"['capt', 'ian', 'collins', 'csm', 'po', 'theory', 'constraint', 'lead', 'mountain', 'home', 'afb', 'walk', 'gunslinger', 'journey', 'toc', 'starting', 'organic', 'slingshot', 'implementation', 'unit', 'look', 'sustaining', 'toc', 'practice', 'formalization', 'policy', 'change']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Understanding the Vicious Cycle,"['join', 'tesseract', 'goldratt', 'consulting', 'walk', 'understanding', 'vicious', 'cycle', 'undesirable', 'effect', 'give', 'example', 'real world', 'vicious', 'cycle', 'mx', 'logistics']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Contracting Toolkit & Technology Transition,"['content', 'item', 'give', 'overview', 'different', 'contracting', 'tool', 'available', 'acquisition', 'program']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ToC Future of Metrics,"['maj', 'alex', 'pagano', 'maj', 'tyler', 'gibson', 'maj', 'eugene', 'fan', 'walk', 'measuring', 'matter', 'come', 'theory', 'constraint', 'operation', 'current', 'metric', 'measure', 'behavior', 'trying', 'encourage']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Seymour Johnson ToC Vehicle Mx ,"['msgt', 'ashley', 'mccarthy', 'walk', 'organic', 'theory', 'constraint', 'implementation', 'seymour', 'johnson', 'within', 'vehicle', 'maintenance']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Commercial technology transition,"['content', 'item', 'give', 'overview', 'contracting', 'tool', 'accomplish', 'technology', 'transition']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SBIR 101,"['content', 'item', 'help', 'understand', 'sbir', 'project', 'leverage', 'program']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investing in Government Innovation,"['content', 'item', 'help', 'understand', 'venture', 'capital', 'leveraged', 'government', 'program']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transitioning Innovation in DoD,"['content', 'item', 'help', 'understand', 'transition', 'innovative', 'idea', 'within', 'dod']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDRC ToC 48 LRS ,"['lt', 'col', 'sarah', 'bowles', 'commander', '48', 'lr', 'walk', 'theory', 'constraint', 'implementation', 'took', 'place', 'installation', 'deployment', 'readiness', 'center']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Randolph AFB, 12 MXG, ToC Implementation","['12', 'mxg', 'walk', 'unique', 'theory', 'constraint', 'implementation', 'mostly', 'civil', 'service', 'organization', 'responsible', 'pilot', 'training']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
TOC Supporting Culture,"['lt', 'col', 'clark', 'discus', 'overarching', 'culture', 'encourage', 'innovation', 'culture', 'help', 'u', 'balance', 'health', 'fleet', 'health', 'force']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Delta & Theory of Constraints,"['delta', 'airline', 'discus', 'journey', 'theory', 'constraint', 'contributed', 'improvement', 'operation']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
AFIT & Theory of Constraints ,"['dr', 'christian', 'randall', 'air', 'force', 'institute', 'technology', 'discus', 'course', 'offering', 'focused', 'theory', 'constraint', 'education']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
Tesseract's How to Kickstart ToC,"['tesseract', 'senior', 'enlisted', 'leader', 'slingshot', 'co founder', 'discus', 'kickstart', 'toc', 'organization']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
SSE Cyber Intermediate Video Series - 1.4 Categorize the System,"['discus', 'mean', 'categorize', 'system', 'expectation', 'sswg', 'step']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SSE Cyber Intermediate Video Series - 1.5 Develop Draft Requirements,"['learn', 'step', 'required', 'develop', 'program', 'document', 'importance', 'keeping', 'document', 'updated', 'throughout', 'life', 'cycle']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Ready Aircraft Metric,"['lt', 'col', 'danielle', 'sand', 'haf a4lm', 'weapon', 'system', 'team', 'lead', 'ready', 'aircraft', 'metric', 'ram', 'walk', 'ram', 'originated', 'defined', 'use', 'purpose', 'force', 'understand', 'measure', 'metric', 'lens', 'theory', 'constraint', 'ram', 'give', 'u', 'new', 'perspective', 'measure', 'readiness']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Mountain Home Slingshot,"['capt', 'ian', 'collins', 'csm', 'po', 'theory', 'constraint', 'lead', 'mountain', 'home', 'afb', 'walk', 'gunslinger', 'journey', 'toc', 'starting', 'organic', 'slingshot', 'implementation', 'unit', 'look', 'sustaining', 'toc', 'practice', 'formalization', 'policy', 'change']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
AFIT & Theory of Constraints,"['dr', 'christian', 'randall', 'air', 'force', 'institute', 'technology', 'discus', 'course', 'offering', 'focused', 'theory', 'constraint', 'education']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Delta & Theory of Constraints,"['delta', 'airline', 'discus', 'journey', 'theory', 'constraint', 'contributed', 'improvement', 'operation']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Randolph AFB, 12 MXG, ToC Implementation","['12', 'mxg', 'walk', 'unique', 'theory', 'constraint', 'implementation', 'mostly', 'civil', 'service', 'organization', 'responsible', 'pilot', 'training']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Seymour Johnson ToC Vehicle Mx,"['msgt', 'ashley', 'mccarthy', 'walk', 'organic', 'theory', 'constraint', 'implementation', 'seymour', 'johnson', 'within', 'vehicle', 'maintenance']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
IDRC ToC 48 LRS,"['lt', 'col', 'sarah', 'bowles', 'commander', '48', 'lr', 'walk', 'theory', 'constraint', 'implementation', 'took', 'place', 'installation', 'deployment', 'readiness', 'center']",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Systems Modeling Language (SysML) Diagram Overview,"['video', 'introduces', 'three', 'pillar', 'mbse', 'environment', 'give', 'brief', 'overview', 'nine', 'sysml', 'diagram']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
